"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6665","","1.51645","","1.5763","","1.75233","","1.85634","","2.18708","","2.40692","","2.37976","2.24145","","2.18214","","1.92296","","","",
"Austria","AUT","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58077","1.65491","1.73155","1.84537","1.88602","1.9921","2.06598","2.17456","2.16612","2.37324","2.35923","2.41843","2.56945","2.59674","2.7261","2.66868","2.91472","2.95492","3.06921","3.04771","3.08695","","",
"Azerbaijan","AZE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23533","0.3695","0.42124","0.39289","0.336","0.34001","0.30155","0.32496","0.29831","0.21994","0.17165","0.17006","0.16554","0.24976","0.21848","0.21084","0.21427","0.20969","0.20978","0.22232","0.20637","0.18521","",
"Burundi","BDI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2007","0.15419","0.14434","0.13755","0.12126","","","","","","","",
"Belgium","BEL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72963","1.79476","1.82362","1.89068","1.92236","2.02168","1.89073","1.83184","1.80898","1.78231","1.81426","1.84413","1.92413","1.98537","2.05081","2.15533","2.27334","2.33393","2.38746","2.46611","2.48835","","",
"Benin","BEN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15834","0.18104","","","","0.19057","0.33866","0.27119","0.24197","0.17057","","0.11062","0.18634","0.20005","","","","","0.22183","","","","",
"Bangladesh","BGD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.50865","0.47048","0.4954","0.54214","0.49866","0.45052","0.46834","0.47587","0.47449","0.44617","0.4454","0.43024","0.44787","0.4947","0.56387","0.53191","0.60479","0.63491","0.79492","0.96019","0.78006","","",
"Bahrain","BHR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10116","","","","",
"Bahamas, The","BHS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01854","0.01611","0.02696","0.01969","0.02522","0.01842","0.02106","","","0.26533","0.32132","0.25725","0.21862","0.21597","0.19951","",
"Belarus","BLR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99852","0.73","0.70578","0.84523","0.7221","0.70876","0.6209","0.61147","0.62759","0.67852","0.66065","0.96203","0.74147","0.64269","0.66913","0.6776","0.64603","0.65191","0.50548","0.49999","0.50063","0.58716","",
"Belize","BLZ","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05885","","","","","","","","","","0.18397","0.19247","0.20903","0.20846","0.2979","0.269","0.22771","0.21474","0.21916","","","",
"Bolivia","BOL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32544","0.31577","0.29495","0.29836","0.28744","0.29358","0.27663","","","","","","","0.157","","","","","","","","","",
"Brazil","BRA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0016","1.03211","0.97747","0.99939","0.96343","1.00246","0.98807","1.08138","1.12904","1.11866","1.15992","1.13966","1.12684","1.19567","1.26991","1.34264","1.26578","","",
"Barbados","BRB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01592","0.01842","0.03701","","","","","","","","","","","","","","",
"Bhutan","BTN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53286","","","","","","","0.25411","0.53728","","","","","",
"Central African Republic","CAF","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61209","1.6192","1.71643","1.75588","1.86469","2.02831","1.97873","1.97478","2.00416","1.97759","1.94872","1.90857","1.8604","1.92227","1.82958","1.79132","1.7766","1.7098","1.71824","1.6493","1.60407","1.5295","",
"Central Europe and the Baltics","CEB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.727902880494742","0.750916598888361","0.733622918338127","0.738220821733466","0.745997833699605","0.750693851623709","0.7400578627615","0.730959650749333","0.734947751849659","0.736156359989221","0.752457067294391","0.756444051707029","0.782729205623079","0.827567102166791","0.875637013499329","0.959489688417296","1.05841094289119","1.06156329824548","1.08972627693304","1.14687800702379","1.02679011893371","","",
"Switzerland","CHE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44857","","","","2.32344","","","","2.67269","","","","2.71472","","","","3.1873","","","3.3743","","","",
"Channel Islands","CHI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30957","0.37497","0.35202","0.32947","0.35144","0.3622","0.3887","0.37497","0.3806","0.36244","","",
"China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56324","0.63873","0.64689","0.74963","0.89316","0.94033","1.05786","1.12037","1.21498","1.30792","1.36854","1.37298","1.44469","1.66211","1.70994","1.77539","1.90582","1.99021","2.02114","2.05643","2.10826","","",
"Cote d'Ivoire","CIV","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26777","0.05799","0.06044","0.13609","0.08253","0.07822","","","","","","","","","",
"Congo, Rep.","COG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29923","0.27366","","","0.12999","0.13183","0.13944","0.15602","0.15353","0.14988","0.14861","0.18346","0.19976","0.19489","0.1947","0.20566","0.23458","0.27248","0.30799","0.2917","0.26955","0.24397","",
"Comoros","COM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07264","","","","","","","",
"Costa Rica","CRI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30377","0.29716","0.26656","0.36913","0.41311","","","0.36349","0.37452","","0.42906","0.35842","0.38831","0.52028","0.48492","0.46782","0.55606","0.55567","0.57209","0.48617","0.45775","","",
"Caribbean small states","CSS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34736","0.40172","0.50124","0.45832","0.47865","0.5653","0.56445","0.58243","0.60231","0.5492","0.44139","0.43615","0.50061","0.61485","0.60767","0.27192","0.40716","0.47467","0.41596","0.42854","0.34865","","",
"Curacao","CUW","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20125","0.21567","0.2225","0.23314","0.27491","0.3177","0.33368","0.36197","0.37724","0.39826","0.38601","0.44442","0.44663","0.45554","0.43778","0.48218","0.50847","0.4807","0.50167","","",
"Czech Republic","CZE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.89446","0.99439","1.06528","1.05452","1.11319","1.10333","1.10202","1.14741","1.14559","1.16835","1.23173","1.30228","1.23933","1.29438","1.33688","1.55571","1.78231","1.89973","1.97285","1.92923","1.6783","","",
"Germany","DEU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13716","2.1788","2.2123","2.33383","2.39166","2.38558","2.41543","2.4566","2.42079","2.42253","2.45604","2.44633","2.59712","2.72644","2.71367","2.79562","2.86813","2.82105","2.87289","2.91695","2.93949","","",
"Djibouti","DJI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80667","1.88914","2.00619","2.12764","","2.32466","2.44145","2.51085","2.41916","2.39337","2.403","2.51541","2.77346","3.05514","2.91707","2.94465","2.98125","2.97048","2.91404","2.95742","2.87125","","",
"Dominican Republic","DOM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23028","0.3664","0.19623","0.16357","0.06604","","","","","","","","","","","","0.53347","",
"East Asia & Pacific (excluding high income)","EAP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46194132445158","0.565824485914929","0.630098358298547","0.697139223911761","0.727772133685223","0.797512535969849","0.910549681247237","1.00542579638844","1.10505307955405","1.17904619182542","1.24766134307733","1.24650391147547","1.34328441383844","1.39969040130805","1.68121556095891","1.6184762261479","1.87464577764639","1.70918170803548","1.94020340968906","1.95826748388774","2.05543969870143","","",
"Early-demographic dividend","EAR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.610180319964316","0.628049230997748","0.649780822202775","0.619020708722977","0.631324131073952","0.623049258483437","0.645430858785848","0.668404927363749","0.698530284360689","0.63258686414183","0.747021049510015","0.750996628111862","","0.625519492150455","","","","","",
"East Asia & Pacific","EAS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21721039411049","2.2954228180693","2.25840451974436","2.33151826277092","2.26196263871121","2.30937084239464","2.27472802584594","2.36086741445902","2.34395412408617","2.42946823808039","2.42585957051125","2.37703681693094","2.37370769838279","2.26677308453688","2.41655557432885","2.3508061581","2.50022277630712","2.2943400885721","2.49281641651968","2.38141518989593","2.48912601340438","","",
"Europe & Central Asia (excluding high income)","ECA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.789514324014892","0.835913225834905","0.651858507285492","0.67344055756833","0.702584637824502","0.82005141819466","0.846958153203365","0.840092555471818","0.796086120981563","0.786371330930348","0.79596756136779","0.855341175393118","0.824845240204063","0.933657906170238","0.885081378749394","0.833849417090781","0.853730740410394","0.835304718458112","0.852077226159352","0.852931159485871","0.838090975813559","","",
"Europe & Central Asia","ECS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65550073648926","1.63795356706636","1.60847660455139","1.70059660737965","1.67567057370871","1.72264319860532","1.69633522961116","1.72125405806165","1.69837837443387","1.65114324465585","1.65871533331684","1.66051333000617","1.72465866765531","1.81427315329355","1.7801586227063","1.78760456275642","1.84112306750486","1.80412857693211","1.84257313914016","1.92135546675688","1.92251066458928","","",
"Ecuador","ECU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07406","0.06263","0.06517","","","0.0515","0.05534","0.05735","","","0.12863","0.13194","0.22779","0.39463","0.40297","0.33991","0.33236","0.3799","0.44266","","","","",
"Egypt, Arab Rep.","EGY","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2126","0.19756","0.1991","0.18651","0.19247","","","","0.26994","0.24141","0.25903","0.2551","0.27024","0.43312","0.43345","0.53154","0.50899","0.63895","0.63649","0.71858","0.70848","0.60595","",
"Euro area","EMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73975679467578","1.71303136281881","1.74251652420651","1.76519975907635","1.80586708262606","1.79549464295288","1.83657610856476","1.80392496135005","1.78209924560312","1.77792298770603","1.79996560903529","1.80656860881961","1.88960250414409","1.98594564804915","1.99408463839912","2.0418001904865","2.09789184663515","2.10236695030061","2.1380412080507","2.13748258791776","2.12609473294999","","",
"Eritrea","ERI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78949","0.77964","0.85102","0.84052","0.88495","0.89019","0.96005","1.02219","1.03849","1.09577","1.17217","1.23448","1.31706","1.35134","1.34961","1.32508","1.28788","1.26859","1.23535","1.21963","1.18549","","",
"Estonia","EST","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57074","0.68063","0.60009","0.69946","0.71649","0.76777","0.85193","0.92364","1.11666","1.06884","1.25952","1.39541","1.58162","2.30655","2.12265","1.72216","1.45063","1.48796","1.28129","","",
"Ethiopia","ETH","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17917","","0.17089","","","0.24137","","","0.60474","","","","","",
"European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68188042435718","1.69990283740235","1.67615653708091","1.75901026949249","1.72522581080813","1.78462394237138","1.75726898135069","1.78462079340046","1.74958934008401","1.74197756548086","1.76294906828334","1.76631059438576","1.83559746308278","1.92831012012843","1.92557456888446","1.96868705067265","2.00510014339369","2.01786586578933","2.03717325924514","2.03877885422305","2.03234096311399","","",
"Fragile and conflict affected situations","FCS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45311","2.62321","2.78655","3.05603","3.24569","3.19795","3.2574","3.30214","3.31494","3.32976","3.33762","3.34577","3.54708","3.74883","3.72598","3.63881","3.41948","3.28719","3.16931","2.89637","2.74645","","",
"Fiji","FJI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2228","2.14699","2.09476","2.10767","2.09346","2.13804","2.17449","2.11994","2.09461","2.05151","2.05094","2.02451","2.06117","2.21207","2.17857","2.19161","2.22707","2.23703","2.27592","2.26703","2.24805","","",
"Faroe Islands","FRO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86117","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41633","0.5109","0.57924","","","","","","","","","",
"United Kingdom","GBR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58755","1.54564","1.56211","1.64432","1.6268","1.62331","1.62964","1.59374","1.54555","1.56386","1.58552","1.6268","1.63064","1.69094","1.66861","1.67454","1.60252","1.6476","1.66568","1.67445","1.68847","","",
"Georgia","GEO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33088","0.3424","0.35384","0.28769","0.2153","0.23848","0.18574","0.2176","0.2442","0.17658","","","","","","","","0.08367","0.1849","0.31982","0.30104","","",
"Ghana","GHA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23157","","","0.37655","","","","","","","","",
"Gibraltar","GIB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02039","0.01748","","0.13308","","","","","","","",
"Guinea-Bissau","GNB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4291","","0.56823","","0.55948","","0.54654","0.5273","0.57896","0.56118","0.57655","0.66183","0.62557","0.59838","0.67196","0.69957","0.81131","0.8333","0.96637","1.007","","",
"Grenada","GRD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52741","0.55628","0.50804","0.64513","","","","","","","","","","","","","","",
"Guatemala","GTM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","0.0493","0.06674","0.06189","0.0553","0.0435","0.04814","0.04471","0.03854","0.02905","0.02988","","","",
